id,sloka,translation,
40,jvarāṇāṃ śamanīyo yaḥ pūrvamuktaḥ kriyāvidhiḥ|  yakṣmiṇāṃ jvaradāheṣu sasarpiṣkaḥ praśasyate||117||,The previously described procedure that calms fevers is praised as the most effective remedy for the intense heat caused by the affliction known as yakshmi.,
41,kaphapraseke balavāñ ślaiṣmikaśchardayennaraḥ|  payasā phalayuktena mādhukena [1] rasena vā||118||  sarpiṣmatyā yavāgvā vā vamanīyopasiddhayā|  vānto'nnakāle laghvannamādadīta sadīpanam||119||  yavagodhūmamādhvīkasidhvariṣṭasurāsavān|  jāṅgalāni ca śūlyāni sevamānaḥ kaphaṃ jayet||120||  śleṣmaṇo'tiprasekena vāyuḥ śleṣmāṇamasyati|  kaphaprasekaṃ taṃ vidvān snigdhoṣṇenaiva nirjayet||121||  kriyā kaphapraseke yā vamyāṃ saiva praśasyate|  hṛdyāni cānnapānāni vātaghnāni laghūni ca||122||,"One who is strong, consumes either boiled rice or barley soup, clarified butter or honey, or curd made from milk, in moderation at appropriate times, along with a small quantity of a drink;
Who is free from stiffness and excess flesh, and consumes jangala and shulya foods;
By knowing the time to use a kaphapraseka, one can counteract excess phlegm with warmth and lightness.
The practice that removes kapha through vomiting is praised, as it benefits the heart, digestion, and elimination.",
42,prāyeṇopahatāgnitvāt sapicchamatisāryate|  prāpnoti cāsyavairasyaṃ na cānnamabhinandati||123||  tasyāgnidīpanān yogānatīsāranibarhaṇān|  vaktraśuddhikarān kuryādarucipratibādhakān||124|| sanāgarānindrayavān pāyayettaṇḍulāmbunā|  siddhāṃ yavāgūṃ jīrṇe ca cāṅgerītakradāḍimaiḥ||125||  pāṭhā bilvaṃ yamānī ca pātavyaṃ takrasaṃyutam|  durālabhā śṛṅgaveraṃ pāṭhā ca surayā saha||126||  jambvāmramadhyaṃ bilvaṃ ca sakapitthaṃ sanāgaram|  peyāmaṇḍena pātavyamatīsāranivṛttaye||127||  etāneva ca yogāṃstrīn pāṭhādīn kārayet khaḍān|  sasūpyadhānyānsasnehān [2] sāmlānsaṅgrahaṇān param||128||  vetasārjunajambūnāṃ mṛṇālīkṛṣṇagandhayoḥ|  śrīparṇyā madayantyāśca yūthikāyāśca pallavān||129||  mātuluṅgasya dhātakyā dāḍimasya ca kārayet|  snehāmlalavaṇopetān khaḍān sāṅgrāhikān param||130||  cāṅgeryāścukrikāyāśca dugdhikāyāśca kārayet|  khaḍāndadhisaropetān sasarpiṣkānsadāḍimān||131||  māṃsānāṃ laghupākānāṃ rasāḥ sāṅgrāhikairyutāḥ|  vyañjanārthaṃ praśasyante bhojyārthaṃ raktaśālayaḥ||132||  sthirādipañcamūlena pāne śastaṃ śṛtaṃ jalam|  takraṃ surā sacukrīkā dāḍimasyāthavā rasaḥ||133||  ityuktaṃ bhinnaśakṛtāṃ dīpanaṃ grāhi bheṣajam|134|,"One should primarily cure a patient, whose agni (digestive fire) has been weakened, by providing them with easily digestible food and drinks. This includes:

- boiled rice with a little salt and spices (124-125)
- pāṭhā, yamunī, and śṛṅgavera fruits, either separately or in combination with sura (fermented liquor), taken with jambū and āmra (two types of fruits) (126-127)
- various plants like vetasa, arjuna, jambū, mṛṇālī, kṛṣṇagandha, śrīparṇyā, made, antyā, yūthikā, and pallavā (names of plants or plant parts), which can be prepared in different ways (128-130)
- fruits of mātuluṅga, dhātaki, and dāḍima with added sneha (oil or fat), āmla (sour taste), and lavaṇa (salty taste) (131)
- light and quickly cooked meats, which are well-seasoned and stimulate the senses for eating (132)
- water, takra (buttermilk), sura (fermented liquor), or dāḍima juice, consumed in small quantities at regular intervals (133). 

These remedies, when skillfully prepared and administered, can serve as a medicinal cure (dīpanam) for the patient (bheṣajam) (134).",
43,paraṃ mukhasya vairasyanāśanaṃ rocanaṃ śṛṇu [3] ||134||  dvau kālau dantapavanaṃ bhakṣayenmukhadhāvanam|  tadvat prakṣālayedāsyaṃ dhārayet kavalagrahān||135||  pibeddhūmaṃ tato mṛṣṭamadyāddīpanapācanam|  bheṣajaṃ pānamannaṃ ca hitamiṣṭopakalpitam||136||  tvaṅmustamelā dhānyāni mustamāmalakaṃ tvacam|  dārvītvaco yavānī ca tejohvā pippalī tathā||137||  yavānī tintiḍīkaṃ ca pañcaite mukhadhāvanāḥ|  ślokapādeṣvabhihitā rocanā mukhaśodhanāḥ||138||  guṭikāṃ dhārayedāsye cūrṇairvā śodhayenmukham|  eṣāmāloḍitānāṃ vā dhārayet kavalagrahān||139||  surāmādhvīkasīdhūnāṃ tailasya madhusarpiṣoḥ|  kavalān dhārayediṣṭān kṣīrasyekṣurasasya ca||140||,"(3) Hear about the radiant means of destroying enmity at the forefront.
(134) In two fortnights, one should clean the teeth and rinse the mouth; similarly, remove any remaining food particles.
(135) Sip warm water afterwards and use a toothpick to clean between the teeth.
(136) Drink this concoction that illuminates and acts as a medicine for digestion. It should be prepared with a mix of grains, fruits, sugar, and spices.
(137) Use musta, triphala, yavaani, dhanyaka, and pippalii to clean the teeth and mouth. These are mentioned in verse and prose as means for oral hygiene.
(138-139) Clean the tongue with a tongue scraper or any other appropriate tool. Keep the following items handy: tooth powder, toothbrush, dental floss, etc.
(140) Apply oil or ghee on the lips and use a mild soap to wash the face.",
44,yavānīṃ tintiḍīkaṃ ca nāgaraṃ sāmlavetasam|  dāḍimaṃ badaraṃ cāmlaṃ kārṣikaṃ copakalpayet||141||  dhānyasauvarcalājājīvarāṅgaṃ cārdhakārṣikam|  pippalīnāṃ śataṃ caikaṃ dve śate maricasya ca||142||  śarkarāyāśca catvāri palānyekatra cūrṇayet|  jihvāviśodhanaṃ hṛdyaṃ taccūrṇaṃ bhaktarocanam||143||  hṛtplīhapārśvaśūlaghnaṃ vibandhānāhanāśanam|  kāsaśvāsaharaṃ grāhi grahaṇyarśovikāranut||144||  iti yavānīṣāḍavam,"Prepare in the following way: combine yavani (barley) and tintidika (salt) with nagara (city), vetasa (good quality) with amla (sour taste); create karsika (made from coarse grain) daddima (date), badara (jujube), and amla; half of the grains should be karsika, add one hundred pippalina (long pepper) and two hundred marica (black pepper); grind together four measures of sharkara (sugar), mix them all together; this is excellent for jihva (tongue) cleaning, pleasing to the heart, and delightful to the devotee's sight; it removes pliha (swelling) in the heart region, destroys vibandha (obstruction) and ahanu (spasm); it is an antidote for kasa (cough), haram (seizing), graha (gripping), and arsha (piles); this is the recipe for yavani's eight ingredients.",
45,tālīśapatraṃ maricaṃ nāgaraṃ pippalī śubhā|  yathottaraṃ bhāgavṛddhyā tvagele cārdhabhāgike||145||  pippalyaṣṭaguṇā cātra pradeyā sitaśarkarā|  kāsaśvāsāruciharaṃ taccūrṇaṃ dīpanaṃ param||146||  hṛtpāṇḍugrahaṇīdoṣaśoṣaplīhajvarāpaham|  vamyatīsāraśūlaghnaṃ mūḍhavātānulomanam||147||  kalpayedguṭikāṃ caitaccūrṇaṃ paktvā sitopalām|  guṭikā hyagnisaṃyogāccūrṇāllaghutarāḥ smṛtāḥ||148||  iti tālīśādyaṃ cūrṇaṃ guṭikāśca,"Prepare this mixture of powdered talisha leaves, black pepper, nagaram, pippalii, and subhah, increased in potency by a factor of eight. Add sita and sharkara to it. This powder, when cooked with upalā and made into a bolus (guṭikā) with ghee, becomes light and easy to swallow (laghutarāḥ). It is recommended for alleviating thirst, indigestion, dryness of the skin, fever, diarrhea, abdominal distension due to gas, and obstruction in the throat.",
46,śuṣyatāṃ kṣīṇamāṃsānāṃ kalpitāni vidhānavit|  dadyānmāṃsādamāṃsāni bṛṃhaṇāni viśeṣataḥ||149||  śoṣiṇe bārhiṇaṃ dadyādbarhiśabdena cāparān|  gṛdhrānulūkāṃścāṣāṃśca vidhivat sūpakalpitān||150||  kākāṃstittiriśabdena varmiśabdena coragān|  bhṛṣṭān matsyāntraśabdena dadyādgaṇḍūpadānapi||151||  lopākān sthūlanakulān biḍālāṃścopakalpitān|  śṛgālaśāvāṃśca bhiṣak śaśaśabdena dāpayet||152||  siṃhānṛkṣāṃstarakṣūṃśca vyāghrānevaṃvidhāṃstathā|  māṃsādān mṛgaśabdena dadyānmāṃsābhivṛddhaye||153||  gajakhaḍgituraṅgāṇāṃ veśavārīkṛtaṃ bhiṣak|  dadyānmahiṣaśabdena māṃsaṃ māṃsābhivṛddhaye||154||  māṃsenopacitāṅgānāṃ māṃsaṃ māṃsakaraṃ param|  tīkṣṇoṣṇalāghavācchastaṃ viśeṣānmṛgapakṣiṇām||155||,"Let the withered flesh be dried further, let the fake fleshes, devised by the expert, be discarded. One should give (proper) flesh to the following: fresh flesh, a piece of flesh, flesh in large quantities, flesh of birds, specified through ""barhi"", flesh of vultures and crows, specified through ""vidhivat sūpa"", flesh of snakes, specified through ""uragān"", fish flesh, frog flesh. A doctor should give: flesh of lions, tigers, bears, wolves, specified through ""vyāghrān"", meat for the growth of animals; flesh of elephants, horses, camels for the growth of big flesh-eating animals; choice flesh of species that have sharp and hot teeth like those of tigers and hawks.",
47,māṃsāni yānyanabhyāsādaniṣṭāni prayojayet|  teṣūpadhā sukhaṃ bhoktuṃ tathā śakyāni tāni hi||156||  jānañjugupsannaivādyājjagdhaṃ vā punarullikhet|  tasmācchadmopasiddhāni māṃsānyetāni dāpayet||157||,"One should offer unto me (for sacrifice) those pieces of flesh that have been acquired through (previous) custom and are not obtained by force. One can enjoy the resulting happiness from these (sacrifices) without any moral taint. However, if one knows (but still) hides and conceals the irreligious and sinful act of obtaining meat through violence, then such meat should not be accepted.",
48,barhitittiridakṣāṇāṃ haṃsānāṃ śūkaroṣṭrayoḥ|  kharagomahiṣāṇāṃ ca māṃsaṃ māṃsakaraṃ param||158||  yoniraṣṭavidhā coktā māṃsānāmannapānike|  tāṃ parīkṣya bhiṣagvidvān dadyānmāṃsāni śoṣiṇe||159||,"For waterfowl like the duck and goose, the pig and the hare are the choicest meat; this has been declared. The knowledgeable physician, upon examining the patient's condition, should administer suitable meats for drying purposes. (158-159)",
49,prasahā bhūśayānūpavārijā vāricāriṇaḥ|  āhārārthaṃ pradātavyā mātrayā vātaśoṣiṇe||160||  pratudā viṣkirāścaiva dhanvajāśca mṛgadvijāḥ|  kaphapittaparītānāṃ prayojyāḥ śoṣarogiṇām||161||  vidhivatsūpasiddhāni manojñāni mṛdūni ca|  rasavanti sugandhīni māṃsānyetāni bhakṣayet||162||,"The following should be given as food for consumption, in proper measure, by those afflicted with wasting diseases caused by an imbalance of vata: items that are juicy, easy to digest, and nourishing; agreeable to the mind; soft; and possessing a pleasant smell and taste. Similarly, one should give animals like birds and deer, which are fierce, timid, or agitated, as food to those afflicted with diseases caused by an imbalance of kapha and pitta.",
50,māṃsamevāśnataḥ śoṣo mādhvīkaṃ pibato'pi ca|  niyatānalpacittasya ciraṃ kāye na tiṣṭhati||163||  vāruṇīmaṇḍanityasya bahirmārjanasevinaḥ|  avidhāritavegasya yakṣmā na labhate'ntaram||164||  prasannāṃ vāruṇīṃ sīdhumariṣṭānāsavānmadhu|  yathārhamanupānārthaṃ pibenmāṃsāni bhakṣayan||165||  madyaṃ taikṣṇyauṣṇyavaiśadyasūkṣmatvāt srotasāṃ mukham|  pramathya vivṛṇotyāśu tanmokṣāt sapta dhātavaḥ||166||  puṣyanti dhātupoṣācca śīghraṃ śoṣaḥ praśāmyati|,"By eating only meat, a person of steady and moderate consciousness never stays long in the body; even by sipping a little alcohol, the renowned clarity of an ascetic is lost. However, for one who serves the purification of others, drinks pure, sparkling Varuni (a type of alcohol), free from impurities and staleness, and is mixed with madhu (honey) in appropriate proportion, alcohol can promote health and quickly calm the seven bodily constituents when consumed while eating meat. Alcohol, due to its sharp, clear, and subtle nature, can cleanse the openings of bodily fluids, allowing them to flourish and the body to become healthy.",
51,māṃsādamāṃsasvarase siddhaṃ sarpiḥ prayojayet||167||  sakṣaudraṃ payasā siddhaṃ sarpirdaśaguṇena vā|  siddhaṃ madhurakairdravyairdaśamūlakaṣāyakaiḥ||168||  kṣīramāṃsarasopetairghṛtaṃ śoṣaharaṃ param|  pippalīpippalīmūlacavyacitrakanāgaraiḥ||169||  sayāvaśūkaiḥ sakṣīraiḥ srotasāṃ śodhanaṃ ghṛtam|  rāsnābalāgokṣurakasthirāvarṣābhusādhitam||170||  jīvantīpippalīgarbhaṃ sakṣīraṃ śoṣanudghṛtam|  yavāgvā vā pibenmātrāṃ lihyādvā madhunā saha||171||  siddhānāṃ sarpiṣāmeṣāmadyādannena vā saha|  śuṣyatāmeṣa nirdiṣṭo vidhirābhyavahārikaḥ||172||,"With well-cooked meat (of animals) other than human, ghee should be used for preparation; or with a mixture of curd and whey, or with clarified butter prepared with ten ingredients, or with sugar and various types of roots. With buttermilk, yogurt, and water mixed with rice, ghee is purifying for the streams (of the body). It is prescribed that one should consume alcohol made from sugarcane, barley, rice, or wheat, either alone or together with curd, honey, or ghee. This is the established method for preparing the elixir of life using various types of ghee and milk products; it is recommended for consumption in measured quantities for maintaining good health and vitality.",
52,bahiḥsparśanamāśritya vakṣyate'taḥ paraṃ vidhiḥ|  snehakṣīrāmbukoṣṭheṣu svabhyaktamavagāhayet||173||  srotovibandhamokṣārthaṃ balapuṣṭyarthameva ca|  uttīrṇaṃ miśrakaiḥsnehaiḥ punarāktaiḥ sukhaiḥ karaiḥ||174||  mṛdnīyāt sukhamāsīnaṃ sukhaṃ cotsādayennaram|  jīvantīṃ śatavīryāṃ ca vikasāṃ sapunarnavām||175||  aśvagandhāmapāmārgaṃ tarkārīṃ madhukaṃ balām|  vidārīṃ sarṣapaṃ kuṣṭhaṃ taṇḍulānatasīphalam||176||  māṣāṃstilāṃśca kiṇvaṃ ca sarvamekatra cūrṇayet|  yavacūrṇatriguṇitaṃ dadhnā yuktaṃ samākṣikam||177||  etadutsādanaṃ kāryaṃ puṣṭivarṇabalapradam|  gaurasarṣapakalkena kalkaiścāpi sugandhibhiḥ||178||  snāyādṛtusukhaistoyairjīvanīyauṣadhaiḥ śṛtaiḥ|179|,"Relying on external contact, the following precept is stated: One should immerse oneself in one's own unmanifested essence in relation to sneha (love or affectionate feelings), kshira (milk), ambu (water), and koshtheshu (in bodies). For the purpose of relieving constriction in the srota (channels) and promoting strength and nourishment, one should lift oneself with various mixtures of sneha, treated again and again with sukhi (pleasure).

One should knead and make pleasurable the asinam (seated), naram (man), jivantim (living), shataviryam (having a hundred strengths or powers), vikasa (expanding), sapunarnavam (renewed ocean). The substances mentioned are: ashvagandha (horse-scent), amapamarga (path of the gods), tarkari (cooked food), madhuka (honey), bala (strength), vidari (medicinal plant), sarshapa (mustard seed), tandulan (rice grains), atasi (sesame seeds), phalam (fruits).

Grind together masha, tila, and kinva. Make it tri-gunitam (threefold) by adding yava curna (ground barley). Mix it with dadhi (curd or yogurt). Apply samakshikam (evenly). This is the means of destroying weakness and promoting color, strength, and vitality. Use goura sarshapa kalkena (white mustard powder) and fragrant substances. Bathe with ritukala jivaniyauṣadhaiḥ shritaiḥ (seasonal rejuvenating herbs).",
