id,sloka,translation,Unnamed: 3
40,jvarāṇāṃ śamanīyo yaḥ pūrvamuktaḥ kriyāvidhiḥ|  yakṣmiṇāṃ jvaradāheṣu sasarpiṣkaḥ praśasyate||117||,"The one who has previously been declared as the effective method for calming seizures, that same one is praised as alleviating the feverish afflictions caused by yakshma.",
41,kaphapraseke balavāñ ślaiṣmikaśchardayennaraḥ|  payasā phalayuktena mādhukena [1] rasena vā||118||  sarpiṣmatyā yavāgvā vā vamanīyopasiddhayā|  vānto'nnakāle laghvannamādadīta sadīpanam||119||  yavagodhūmamādhvīkasidhvariṣṭasurāsavān|  jāṅgalāni ca śūlyāni sevamānaḥ kaphaṃ jayet||120||  śleṣmaṇo'tiprasekena vāyuḥ śleṣmāṇamasyati|  kaphaprasekaṃ taṃ vidvān snigdhoṣṇenaiva nirjayet||121||  kriyā kaphapraseke yā vamyāṃ saiva praśasyate|  hṛdyāni cānnapānāni vātaghnāni laghūni ca||122||,"One who is strong in digestion, consumes in moderate quantities at the appropriate time, a mixture of rice and yogurt, or rice with milk, or with sugar, or clarified butter, is victorious over phlegm. One who eats in moderation, consuming barley, wheat, or rice that has been cooked with a proper amount of water, and who avoids foods that cause phlegm, overcomes phlegm. Knowing well the wind that increases phlegm, one should defeat it with warmth. The action that removes phlegm, when applied to such a situation, causes delight in the heart, and facilitates digestion, nourishment, and the elimination of intestinal gas.",
42,prāyeṇopahatāgnitvāt sapicchamatisāryate|  prāpnoti cāsyavairasyaṃ na cānnamabhinandati||123||  tasyāgnidīpanān yogānatīsāranibarhaṇān|  vaktraśuddhikarān kuryādarucipratibādhakān||124|| sanāgarānindrayavān pāyayettaṇḍulāmbunā|  siddhāṃ yavāgūṃ jīrṇe ca cāṅgerītakradāḍimaiḥ||125||  pāṭhā bilvaṃ yamānī ca pātavyaṃ takrasaṃyutam|  durālabhā śṛṅgaveraṃ pāṭhā ca surayā saha||126||  jambvāmramadhyaṃ bilvaṃ ca sakapitthaṃ sanāgaram|  peyāmaṇḍena pātavyamatīsāranivṛttaye||127||  etāneva ca yogāṃstrīn pāṭhādīn kārayet khaḍān|  sasūpyadhānyānsasnehān [2] sāmlānsaṅgrahaṇān param||128||  vetasārjunajambūnāṃ mṛṇālīkṛṣṇagandhayoḥ|  śrīparṇyā madayantyāśca yūthikāyāśca pallavān||129||  mātuluṅgasya dhātakyā dāḍimasya ca kārayet|  snehāmlalavaṇopetān khaḍān sāṅgrāhikān param||130||  cāṅgeryāścukrikāyāśca dugdhikāyāśca kārayet|  khaḍāndadhisaropetān sasarpiṣkānsadāḍimān||131||  māṃsānāṃ laghupākānāṃ rasāḥ sāṅgrāhikairyutāḥ|  vyañjanārthaṃ praśasyante bhojyārthaṃ raktaśālayaḥ||132||  sthirādipañcamūlena pāne śastaṃ śṛtaṃ jalam|  takraṃ surā sacukrīkā dāḍimasyāthavā rasaḥ||133||  ityuktaṃ bhinnaśakṛtāṃ dīpanaṃ grāhi bheṣajam|134|,"""Being diminished by the extinction of the sacrificial fire, one who seeks to perform a ritual will not find satisfaction, nor will one appreciate the offering. One should purify the mouth, remove things that cause obscuration, and offer a handful of rice with sesame seeds to the deity, using fresh water mixed with curd, or the juice of sugarcane, palmyra, bilva, or mango fruits. The juice of durava, śṛṅgavera, or sura fruits should be offered, as well as kapittha fruit mixed with water, for the purpose of removing ritual impurities. A woman should prepare these substances for her ritual in the prescribed manner, using various ingredients, such as the flowers of śrīparṇī, jambū, arjuna, or jambu, mango, or kapittha trees, as well as mātuluṅga and dhātaki fruits. She should prepare the khaḍān substances, made from sugar, salt, and other substances, for use in her ritual. Various meats, when properly prepared, can be used for ritual purposes, while milk, yogurt, butter, and ghee can be used as offerings. These ingredients, when properly prepared, can enhance the taste of food or be used for offerings.""",
43,paraṃ mukhasya vairasyanāśanaṃ rocanaṃ śṛṇu [3] ||134||  dvau kālau dantapavanaṃ bhakṣayenmukhadhāvanam|  tadvat prakṣālayedāsyaṃ dhārayet kavalagrahān||135||  pibeddhūmaṃ tato mṛṣṭamadyāddīpanapācanam|  bheṣajaṃ pānamannaṃ ca hitamiṣṭopakalpitam||136||  tvaṅmustamelā dhānyāni mustamāmalakaṃ tvacam|  dārvītvaco yavānī ca tejohvā pippalī tathā||137||  yavānī tintiḍīkaṃ ca pañcaite mukhadhāvanāḥ|  ślokapādeṣvabhihitā rocanā mukhaśodhanāḥ||138||  guṭikāṃ dhārayedāsye cūrṇairvā śodhayenmukham|  eṣāmāloḍitānāṃ vā dhārayet kavalagrahān||139||  surāmādhvīkasīdhūnāṃ tailasya madhusarpiṣoḥ|  kavalān dhārayediṣṭān kṣīrasyekṣurasasya ca||140||,"""Hear (hear, 3rd sing. pres. opt., masc.) of the two, at present, that which removes enmity and illuminates: let him cause them to brush twice a day the teeth and mouth; similarly, let him rinse thoroughly, always retaining a small amount of water in the mouth. Let him drink, sipping, smoke that has been filtered; this, at the beginning and end of the day, is the prescribed drinking water, nourishing food, and appropriate remedy. Musta, melas, dhanyas, mustamala, dārvitvacas, yavani, tejohva, pippalī, tintidika, these seven, sipped in this way, purify the mouth. Let him place a lozenge in his mouth, or let him clean his mouth with powder; these should be retained in the mouth. Let him keep kavala, taila, madhusarpiṣa, kṣīras, ikṣurasa, always in his mouth.""",
44,yavānīṃ tintiḍīkaṃ ca nāgaraṃ sāmlavetasam|  dāḍimaṃ badaraṃ cāmlaṃ kārṣikaṃ copakalpayet||141||  dhānyasauvarcalājājīvarāṅgaṃ cārdhakārṣikam|  pippalīnāṃ śataṃ caikaṃ dve śate maricasya ca||142||  śarkarāyāśca catvāri palānyekatra cūrṇayet|  jihvāviśodhanaṃ hṛdyaṃ taccūrṇaṃ bhaktarocanam||143||  hṛtplīhapārśvaśūlaghnaṃ vibandhānāhanāśanam|  kāsaśvāsaharaṃ grāhi grahaṇyarśovikāranut||144||  iti yavānīṣāḍavam,"Acquire, in proper sequence, a tintidika, a nagara, a vetsa, a daddima, a badara, an amla, and also prepare additional karsika ingredients; obtain dhanya, sauvarcala, ajjaranga, and ardhakarsika ingredients, as well as one hundred pippalins, two of marica, four of sugar, and grind them all together; this will cleanse the tongue, be dear to the heart, and delighting to the devotee; it will eliminate swelling on the sides of the body, alleviate vibandha, cure kasa, and assist in grasping and retaining; such is the preparation of yavani.",
45,tālīśapatraṃ maricaṃ nāgaraṃ pippalī śubhā|  yathottaraṃ bhāgavṛddhyā tvagele cārdhabhāgike||145||  pippalyaṣṭaguṇā cātra pradeyā sitaśarkarā|  kāsaśvāsāruciharaṃ taccūrṇaṃ dīpanaṃ param||146||  hṛtpāṇḍugrahaṇīdoṣaśoṣaplīhajvarāpaham|  vamyatīsāraśūlaghnaṃ mūḍhavātānulomanam||147||  kalpayedguṭikāṃ caitaccūrṇaṃ paktvā sitopalām|  guṭikā hyagnisaṃyogāccūrṇāllaghutarāḥ smṛtāḥ||148||  iti tālīśādyaṃ cūrṇaṃ guṭikāśca,"The powder of tālīsa, marica, nāgara, pippalī, and śubhā, each in portions of eight times their quantity, mixed together with sitaśarkarā, is called pradeyā. This, when cooked with kāsa, śvāsa, aruci, and harā, becomes a medicine that removes heart and lung disorders, thirst, emaciation, and fever. When made into a pill with guṭikā, it is remembered as being easily digestible. This is the first among such medicinal pills.",
46,śuṣyatāṃ kṣīṇamāṃsānāṃ kalpitāni vidhānavit|  dadyānmāṃsādamāṃsāni bṛṃhaṇāni viśeṣataḥ||149||  śoṣiṇe bārhiṇaṃ dadyādbarhiśabdena cāparān|  gṛdhrānulūkāṃścāṣāṃśca vidhivat sūpakalpitān||150||  kākāṃstittiriśabdena varmiśabdena coragān|  bhṛṣṭān matsyāntraśabdena dadyādgaṇḍūpadānapi||151||  lopākān sthūlanakulān biḍālāṃścopakalpitān|  śṛgālaśāvāṃśca bhiṣak śaśaśabdena dāpayet||152||  siṃhānṛkṣāṃstarakṣūṃśca vyāghrānevaṃvidhāṃstathā|  māṃsādān mṛgaśabdena dadyānmāṃsābhivṛddhaye||153||  gajakhaḍgituraṅgāṇāṃ veśavārīkṛtaṃ bhiṣak|  dadyānmahiṣaśabdena māṃsaṃ māṃsābhivṛddhaye||154||  māṃsenopacitāṅgānāṃ māṃsaṃ māṃsakaraṃ param|  tīkṣṇoṣṇalāghavācchastaṃ viśeṣānmṛgapakṣiṇām||155||,"May the consumable parts of the emaciated animals be fattened up, as per the prescribed methods. Let the fleshy parts be given, especially, for consumption. To a fire, one should offer, using the word 'barhis', pieces of flesh from animals not killed specifically for the ritual. For birds like vultures, crows, etc., pieces of flesh should be given following the prescribed ways using the terms 'tittiri' and 'varmi'. Similarly, pieces of flesh of snakes, tortoises, etc., should be given following the prescribed ways using the term 'uraga'. To leeches, etc., pieces of flesh from animals that died a natural death should be given, as per the prescribed methods, using the term 'matsyaantra'. A doctor should administer, as a medicine, flesh of animals like dogs, etc., as per the prescribed methods. Lions, tigers, wolves, etc., should be given flesh as per the prescribed methods, using the term 'mriga'. An elephant doctor should administer, as a medicine, flesh of buffaloes, as per the prescribed methods. For fattening up animals like cows, etc., whose bodies have been diminished, one should give flesh, as per the prescribed methods, using a combination of words 'mamsa' and 'karma'. For enhancing the sharpness, heat, and lightness, especially for animals like birds, one should administer flesh that has been treated with a combination of words 'mamsa' and 'upacita'.",
47,māṃsāni yānyanabhyāsādaniṣṭāni prayojayet|  teṣūpadhā sukhaṃ bhoktuṃ tathā śakyāni tāni hi||156||  jānañjugupsannaivādyājjagdhaṃ vā punarullikhet|  tasmācchadmopasiddhāni māṃsānyetāni dāpayet||157||,"Use any meat that has been properly prepared through practice, as it is possible to enjoy these without reservation. If, however, one still has aversion towards eating meat, one should not eat it again. Therefore, one should cause these (meats) to be given, which have been properly prepared, after being cooked well.",
48,barhitittiridakṣāṇāṃ haṃsānāṃ śūkaroṣṭrayoḥ|  kharagomahiṣāṇāṃ ca māṃsaṃ māṃsakaraṃ param||158||  yoniraṣṭavidhā coktā māṃsānāmannapānike|  tāṃ parīkṣya bhiṣagvidvān dadyānmāṃsāni śoṣiṇe||159||,"Having reflected, the wise physician should examine the flesh of the swan of delicate wings, of the boar and of the elephant, as well as the finest parts of meat, in order to give them to the patient who is wasting away. According to the teachings, the testicles, the fat, the bones, and the marrow, after careful examination, should be given by the knowledgeable physician to the consumptive patient.",
49,prasahā bhūśayānūpavārijā vāricāriṇaḥ|  āhārārthaṃ pradātavyā mātrayā vātaśoṣiṇe||160||  pratudā viṣkirāścaiva dhanvajāśca mṛgadvijāḥ|  kaphapittaparītānāṃ prayojyāḥ śoṣarogiṇām||161||  vidhivatsūpasiddhāni manojñāni mṛdūni ca|  rasavanti sugandhīni māṃsānyetāni bhakṣayet||162||,"The forceful winds should offer nourishment to the plants; a measured amount should be given to the one who dries out due to wind and sun. The noisy hunters and animal hunters should be utilized for treating those afflicted by an excess of phlegm and bile. One should consume meat that is properly prepared, soft, and infused with taste and fragrance.",
50,māṃsamevāśnataḥ śoṣo mādhvīkaṃ pibato'pi ca|  niyatānalpacittasya ciraṃ kāye na tiṣṭhati||163||  vāruṇīmaṇḍanityasya bahirmārjanasevinaḥ|  avidhāritavegasya yakṣmā na labhate'ntaram||164||  prasannāṃ vāruṇīṃ sīdhumariṣṭānāsavānmadhu|  yathārhamanupānārthaṃ pibenmāṃsāni bhakṣayan||165||  madyaṃ taikṣṇyauṣṇyavaiśadyasūkṣmatvāt srotasāṃ mukham|  pramathya vivṛṇotyāśu tanmokṣāt sapta dhātavaḥ||166||  puṣyanti dhātupoṣācca śīghraṃ śoṣaḥ praśāmyati|,"Those who partake of meat and consume alcohol will never remain pure in mind, as their impurities are never quenched; but one who serves water, remains pure, for the seven constituents quickly become balanced and thirst subsides due to the lightness of water. Those who indulge in meat and alcohol, which are difficult to digest, agitate the seven bodily constituents and excite the impurities, causing disease and suffering. Therefore, one should consume pure, fragrant, and wholesome food and drink for sustenance, not for the pleasure of taste.",
51,māṃsādamāṃsasvarase siddhaṃ sarpiḥ prayojayet||167||  sakṣaudraṃ payasā siddhaṃ sarpirdaśaguṇena vā|  siddhaṃ madhurakairdravyairdaśamūlakaṣāyakaiḥ||168||  kṣīramāṃsarasopetairghṛtaṃ śoṣaharaṃ param|  pippalīpippalīmūlacavyacitrakanāgaraiḥ||169||  sayāvaśūkaiḥ sakṣīraiḥ srotasāṃ śodhanaṃ ghṛtam|  rāsnābalāgokṣurakasthirāvarṣābhusādhitam||170||  jīvantīpippalīgarbhaṃ sakṣīraṃ śoṣanudghṛtam|  yavāgvā vā pibenmātrāṃ lihyādvā madhunā saha||171||  siddhānāṃ sarpiṣāmeṣāmadyādannena vā saha|  śuṣyatāmeṣa nirdiṣṭo vidhirābhyavahārikaḥ||172||,"With meat from its designated source, properly prepared, churn butter; or, alternatively, prepare it with ten parts of curd and one part of sugar or other sweet substances. With milk, cream, and ghee made from meat soup, cleanse the channels. With a mixture of pippalī, pippalīmūla, cavya, citraka, and nagarai, churn ghee that has been kept for a long time. With āva, śūkas, and sakṣīs, churn butter from milk; this has been prescribed as a purificatory practice. Prepare ghee from the milk of jīvantī, mixed with sakṣīra, and drink it with a small amount of barley or rice. By consuming ghee prepared from the specified sources, along with their respective butters, one can be purified according to established procedures.",
52,bahiḥsparśanamāśritya vakṣyate'taḥ paraṃ vidhiḥ|  snehakṣīrāmbukoṣṭheṣu svabhyaktamavagāhayet||173||  srotovibandhamokṣārthaṃ balapuṣṭyarthameva ca|  uttīrṇaṃ miśrakaiḥsnehaiḥ punarāktaiḥ sukhaiḥ karaiḥ||174||  mṛdnīyāt sukhamāsīnaṃ sukhaṃ cotsādayennaram|  jīvantīṃ śatavīryāṃ ca vikasāṃ sapunarnavām||175||  aśvagandhāmapāmārgaṃ tarkārīṃ madhukaṃ balām|  vidārīṃ sarṣapaṃ kuṣṭhaṃ taṇḍulānatasīphalam||176||  māṣāṃstilāṃśca kiṇvaṃ ca sarvamekatra cūrṇayet|  yavacūrṇatriguṇitaṃ dadhnā yuktaṃ samākṣikam||177||  etadutsādanaṃ kāryaṃ puṣṭivarṇabalapradam|  gaurasarṣapakalkena kalkaiścāpi sugandhibhiḥ||178||  snāyādṛtusukhaistoyairjīvanīyauṣadhaiḥ śṛtaiḥ|179|,"Relying on external contact, it is stated: One should cause to be ingested in the mixtures of milk, curd, and ghee in the receptacles of one's body, for the purpose of loosening bodily blockages and promoting strength. Once loosened, one should mix it again with various auspicious substances, causing delight through touch, and apply it on the living, powerful, growing, and moist body, which resembles a ripe paddy plant, using a mixture of ingredients such as asvagandha, tarkari, madhuka, bala, vidari, sarshapa, kustha, tandula, atasi fruits, masha, tila, kivna, and all other substances, ground together in a single location, mixed with three measures of yavagu, and made smooth with curd. This should be applied for promoting luster, complexion, and strength, using a mixture of white sarshapa, kalka, and fragrant substances. One should bathe in auspicious substances, accompanied by pleasant water, for maintaining life and health.",
