id,sloka,translation,Unnamed: 3
41,kaphapraseke balavāñ ślaiṣmikaśchardayennaraḥ|  payasā phalayuktena mādhukena [1] rasena vā||118||  sarpiṣmatyā yavāgvā vā vamanīyopasiddhayā|  vānto'nnakāle laghvannamādadīta sadīpanam||119||  yavagodhūmamādhvīkasidhvariṣṭasurāsavān|  jāṅgalāni ca śūlyāni sevamānaḥ kaphaṃ jayet||120||  śleṣmaṇo'tiprasekena vāyuḥ śleṣmāṇamasyati|  kaphaprasekaṃ taṃ vidvān snigdhoṣṇenaiva nirjayet||121||  kriyā kaphapraseke yā vamyāṃ saiva praśasyate|  hṛdyāni cānnapānāni vātaghnāni laghūni ca||122||,"One who is strong consumes, in moderation at appropriate times, either boiled rice or barley soup, clarified butter or honey, or curd made from milk, along with a small quantity of a drink; they also consume jangala and shulya foods, being free from stiffness and excess flesh. By recognizing the appropriate time for a kaphapraseka, one can counteract excess phlegm with warmth and lightness. The practice of kapha-removal through vomiting is praised, as it benefits the heart, digestion, and elimination. Knowing the right time, one should apply warmth and lightness to overcome kaphapraseka; the practice that eliminates kapha through vomiting is commended, as it enhances heart function, digestion, and evacuation.",
42,prāyeṇopahatāgnitvāt sapicchamatisāryate|  prāpnoti cāsyavairasyaṃ na cānnamabhinandati||123||  tasyāgnidīpanān yogānatīsāranibarhaṇān|  vaktraśuddhikarān kuryādarucipratibādhakān||124|| sanāgarānindrayavān pāyayettaṇḍulāmbunā|  siddhāṃ yavāgūṃ jīrṇe ca cāṅgerītakradāḍimaiḥ||125||  pāṭhā bilvaṃ yamānī ca pātavyaṃ takrasaṃyutam|  durālabhā śṛṅgaveraṃ pāṭhā ca surayā saha||126||  jambvāmramadhyaṃ bilvaṃ ca sakapitthaṃ sanāgaram|  peyāmaṇḍena pātavyamatīsāranivṛttaye||127||  etāneva ca yogāṃstrīn pāṭhādīn kārayet khaḍān|  sasūpyadhānyānsasnehān [2] sāmlānsaṅgrahaṇān param||128||  vetasārjunajambūnāṃ mṛṇālīkṛṣṇagandhayoḥ|  śrīparṇyā madayantyāśca yūthikāyāśca pallavān||129||  mātuluṅgasya dhātakyā dāḍimasya ca kārayet|  snehāmlalavaṇopetān khaḍān sāṅgrāhikān param||130||  cāṅgeryāścukrikāyāśca dugdhikāyāśca kārayet|  khaḍāndadhisaropetān sasarpiṣkānsadāḍimān||131||  māṃsānāṃ laghupākānāṃ rasāḥ sāṅgrāhikairyutāḥ|  vyañjanārthaṃ praśasyante bhojyārthaṃ raktaśālayaḥ||132||  sthirādipañcamūlena pāne śastaṃ śṛtaṃ jalam|  takraṃ surā sacukrīkā dāḍimasyāthavā rasaḥ||133||  ityuktaṃ bhinnaśakṛtāṃ dīpanaṃ grāhi bheṣajam|134|,"One should primarily cure a patient, whose agni (digestive fire) has been weakened by various factors, by providing them with easily digestible food and drinks. This includes:

- boiled rice with a little salt and spices (124-125)
- pāṭhā, yamunī, and śṛṅgavera fruits, either separately or in combination with sura (fermented liquor), taken with jambū and āmra (two types of fruits) (126-127)
- various plants like vetasa, arjuna, jambū, mṛṇālī, kṛṣṇagandha, śrīparṇyā, made, antyā, yūthikā, and pallavā (names of plants or plant parts), which can be prepared in different ways (128-130)
- fruits of mātuluṅga, dhātaki, and dāḍima with added sneha (oil or fat), āmla (sour taste), and lavaṇa (salty taste) (131)
- light and quickly cooked meats, which are well-seasoned and stimulate the senses for eating (132)
- water, takra (buttermilk), sura (fermented liquor), or dāḍima juice, consumed in small quantities at regular intervals (133). 

These remedies, when skillfully prepared and administered, can serve as a medicinal cure (dīpanam) for the patient (bheṣajam) (134).",
43,paraṃ mukhasya vairasyanāśanaṃ rocanaṃ śṛṇu [3] ||134||  dvau kālau dantapavanaṃ bhakṣayenmukhadhāvanam|  tadvat prakṣālayedāsyaṃ dhārayet kavalagrahān||135||  pibeddhūmaṃ tato mṛṣṭamadyāddīpanapācanam|  bheṣajaṃ pānamannaṃ ca hitamiṣṭopakalpitam||136||  tvaṅmustamelā dhānyāni mustamāmalakaṃ tvacam|  dārvītvaco yavānī ca tejohvā pippalī tathā||137||  yavānī tintiḍīkaṃ ca pañcaite mukhadhāvanāḥ|  ślokapādeṣvabhihitā rocanā mukhaśodhanāḥ||138||  guṭikāṃ dhārayedāsye cūrṇairvā śodhayenmukham|  eṣāmāloḍitānāṃ vā dhārayet kavalagrahān||139||  surāmādhvīkasīdhūnāṃ tailasya madhusarpiṣoḥ|  kavalān dhārayediṣṭān kṣīrasyekṣurasasya ca||140||,"(3) Listen to the radiant means of eliminating animosity at the very beginning.
(134) In two fortnights, one should cleanse the teeth and rinse the mouth; similarly, clear away any remaining food particles.
(135) Sip warm water afterward and use a toothpick to clean between the teeth.
(136) Drink this concoction that illuminates and acts as a medicine for digestion. It should be prepared with a mixture of grains, fruits, sugar, and spices.
(137) Use musta, triphala, yavaani, dhanyaka, and pippalii to clean the teeth and mouth, as they are mentioned in verses and prose as means for oral hygiene.
(138-139) Cleanse the tongue with a tongue scraper or any other appropriate tool. Keep the following items at hand: tooth powder, toothbrush, dental floss, etc.
(140) Apply oil or ghee on the lips and use a mild soap to wash the face.",
44,yavānīṃ tintiḍīkaṃ ca nāgaraṃ sāmlavetasam|  dāḍimaṃ badaraṃ cāmlaṃ kārṣikaṃ copakalpayet||141||  dhānyasauvarcalājājīvarāṅgaṃ cārdhakārṣikam|  pippalīnāṃ śataṃ caikaṃ dve śate maricasya ca||142||  śarkarāyāśca catvāri palānyekatra cūrṇayet|  jihvāviśodhanaṃ hṛdyaṃ taccūrṇaṃ bhaktarocanam||143||  hṛtplīhapārśvaśūlaghnaṃ vibandhānāhanāśanam|  kāsaśvāsaharaṃ grāhi grahaṇyarśovikāranut||144||  iti yavānīṣāḍavam,"Prepare the following mixture: combine barley and salt with city food, good quality with sour taste; create a coarse grain version of dates, jujubes, and sour fruits. Half of your grains should be coarse grain, add 100 long peppers and 200 black peppers; grind together four measures of sugar, then mix them all together. This is an excellent tongue cleanser, pleasing to the heart, and delightful to the devotee's eyes. It removes heart-region swelling, destroys obstructions and spasms; it serves as an antidote for cough, seizing, gripping, and piles. This is the recipe for barley's eight ingredients.",
45,tālīśapatraṃ maricaṃ nāgaraṃ pippalī śubhā|  yathottaraṃ bhāgavṛddhyā tvagele cārdhabhāgike||145||  pippalyaṣṭaguṇā cātra pradeyā sitaśarkarā|  kāsaśvāsāruciharaṃ taccūrṇaṃ dīpanaṃ param||146||  hṛtpāṇḍugrahaṇīdoṣaśoṣaplīhajvarāpaham|  vamyatīsāraśūlaghnaṃ mūḍhavātānulomanam||147||  kalpayedguṭikāṃ caitaccūrṇaṃ paktvā sitopalām|  guṭikā hyagnisaṃyogāccūrṇāllaghutarāḥ smṛtāḥ||148||  iti tālīśādyaṃ cūrṇaṃ guṭikāśca,"Prepare this concoction of powdered talisha leaves, black pepper, nagaram, pippalii, and the subhah, augmented eightfold in potency. Add sita and sharkara to it. This powder, when cooked with upalā and formed into a bolus with ghee, becomes light and easy to swallow. It is advised to prepare such boluses, as they alleviate thirst, indigestion, dryness of the skin, fever, diarrhea, abdominal distension due to gas, and obstruction in the throat.",
46,śuṣyatāṃ kṣīṇamāṃsānāṃ kalpitāni vidhānavit|  dadyānmāṃsādamāṃsāni bṛṃhaṇāni viśeṣataḥ||149||  śoṣiṇe bārhiṇaṃ dadyādbarhiśabdena cāparān|  gṛdhrānulūkāṃścāṣāṃśca vidhivat sūpakalpitān||150||  kākāṃstittiriśabdena varmiśabdena coragān|  bhṛṣṭān matsyāntraśabdena dadyādgaṇḍūpadānapi||151||  lopākān sthūlanakulān biḍālāṃścopakalpitān|  śṛgālaśāvāṃśca bhiṣak śaśaśabdena dāpayet||152||  siṃhānṛkṣāṃstarakṣūṃśca vyāghrānevaṃvidhāṃstathā|  māṃsādān mṛgaśabdena dadyānmāṃsābhivṛddhaye||153||  gajakhaḍgituraṅgāṇāṃ veśavārīkṛtaṃ bhiṣak|  dadyānmahiṣaśabdena māṃsaṃ māṃsābhivṛddhaye||154||  māṃsenopacitāṅgānāṃ māṃsaṃ māṃsakaraṃ param|  tīkṣṇoṣṇalāghavācchastaṃ viśeṣānmṛgapakṣiṇām||155||,"Let the withered flesh be further dried out, and let those artificially created flesh portions, devised by the expert, be discarded. One should give (proper) flesh in the following manner: fresh flesh, a piece of flesh, flesh in large quantities, specifically bird flesh, as well as flesh of vultures, crows, specified through ""barhi,"" and flesh of snakes, specified through ""vidhivat sūpa."" Furthermore, one should give: fish flesh, frog flesh. A doctor should give: flesh of lions, tigers, bears, wolves, specified through ""vyāghrān,"" for the growth of animals; flesh of elephants, horses, camels for the growth of large flesh-eating animals; choice flesh of species that have sharp and hot teeth like those of tigers and hawks, as specified.",
47,māṃsāni yānyanabhyāsādaniṣṭāni prayojayet|  teṣūpadhā sukhaṃ bhoktuṃ tathā śakyāni tāni hi||156||  jānañjugupsannaivādyājjagdhaṃ vā punarullikhet|  tasmācchadmopasiddhāni māṃsānyetāni dāpayet||157||,"One should offer for my sacrifice those pieces of flesh that, having been acquired through customary practices and not by force, can be enjoyed without moral taint. Indeed, one may partake in the resulting happiness from these sacrifices. However, if one knows and yet conceals an act of irreligious, sinful violence in obtaining meat, then such meat, now tainted, should not be offered.",
48,barhitittiridakṣāṇāṃ haṃsānāṃ śūkaroṣṭrayoḥ|  kharagomahiṣāṇāṃ ca māṃsaṃ māṃsakaraṃ param||158||  yoniraṣṭavidhā coktā māṃsānāmannapānike|  tāṃ parīkṣya bhiṣagvidvān dadyānmāṃsāni śoṣiṇe||159||,"For ducks and geese, choice meat comes from a pig and a hare; such has been declared. After assessing the patient's condition, an expert physician should give (him) dried meats, namely those of a pig, hare, and others. (158-159)",
49,prasahā bhūśayānūpavārijā vāricāriṇaḥ|  āhārārthaṃ pradātavyā mātrayā vātaśoṣiṇe||160||  pratudā viṣkirāścaiva dhanvajāśca mṛgadvijāḥ|  kaphapittaparītānāṃ prayojyāḥ śoṣarogiṇām||161||  vidhivatsūpasiddhāni manojñāni mṛdūni ca|  rasavanti sugandhīni māṃsānyetāni bhakṣayet||162||,"The following ought to be offered as food for consumption, in appropriate quantity, to those suffering from vata-induced wasting diseases: juicy, easily digestible, and nourishing items; agreeable to the mind; soft; and having a pleasant aroma and taste. Likewise, animals such as birds and deer, which are fierce, timid, or agitated, should be given as food to those affected by diseases caused by an imbalance of kapha and pitta. Additionally, well-prepared, easily digestible, and soft foods should be consumed by those suffering from imbalanced kapha, pitta, and rogiṇām (diseases).",
50,māṃsamevāśnataḥ śoṣo mādhvīkaṃ pibato'pi ca|  niyatānalpacittasya ciraṃ kāye na tiṣṭhati||163||  vāruṇīmaṇḍanityasya bahirmārjanasevinaḥ|  avidhāritavegasya yakṣmā na labhate'ntaram||164||  prasannāṃ vāruṇīṃ sīdhumariṣṭānāsavānmadhu|  yathārhamanupānārthaṃ pibenmāṃsāni bhakṣayan||165||  madyaṃ taikṣṇyauṣṇyavaiśadyasūkṣmatvāt srotasāṃ mukham|  pramathya vivṛṇotyāśu tanmokṣāt sapta dhātavaḥ||166||  puṣyanti dhātupoṣācca śīghraṃ śoṣaḥ praśāmyati|,"By subsisting on meat alone, a person of consistent and moderated consciousness never remains in the body for long; even by sipping a bit of alcohol, the renowned clarity of an ascetic is lost. However, one who serves the purification of others, sips pure, effervescent Varuni (a type of alcohol), unblemished and free from staleness, mixed appropriately with madhu (honey), will not lose clarity. On the contrary, alcohol can promote health and quickly calm the seven bodily constituents when consumed while partaking in meat. Alcohol, due to its sharp, clear, and subtle nature, can cleanse the openings of bodily fluids, enabling them to flourish and the body to become healthy.",
51,māṃsādamāṃsasvarase siddhaṃ sarpiḥ prayojayet||167||  sakṣaudraṃ payasā siddhaṃ sarpirdaśaguṇena vā|  siddhaṃ madhurakairdravyairdaśamūlakaṣāyakaiḥ||168||  kṣīramāṃsarasopetairghṛtaṃ śoṣaharaṃ param|  pippalīpippalīmūlacavyacitrakanāgaraiḥ||169||  sayāvaśūkaiḥ sakṣīraiḥ srotasāṃ śodhanaṃ ghṛtam|  rāsnābalāgokṣurakasthirāvarṣābhusādhitam||170||  jīvantīpippalīgarbhaṃ sakṣīraṃ śoṣanudghṛtam|  yavāgvā vā pibenmātrāṃ lihyādvā madhunā saha||171||  siddhānāṃ sarpiṣāmeṣāmadyādannena vā saha|  śuṣyatāmeṣa nirdiṣṭo vidhirābhyavahārikaḥ||172||,"With well-cooked meat of animals other than human (use ghee for preparation); or with a mixture of curd and whey, or with ghee prepared with ten ingredients, or with sugar and various types of roots. With buttermilk, yogurt, and water mixed with rice, ghee serves as a purifier for the body's streams. It is prescribed that one should consume alcohol made from sugarcane, barley, rice, or wheat, either alone or together with curd, honey, or ghee. This established method for preparing elixir of life using various types of ghee and milk products is recommended for consumption in measured quantities for maintaining good health and vitality.",
52,bahiḥsparśanamāśritya vakṣyate'taḥ paraṃ vidhiḥ|  snehakṣīrāmbukoṣṭheṣu svabhyaktamavagāhayet||173||  srotovibandhamokṣārthaṃ balapuṣṭyarthameva ca|  uttīrṇaṃ miśrakaiḥsnehaiḥ punarāktaiḥ sukhaiḥ karaiḥ||174||  mṛdnīyāt sukhamāsīnaṃ sukhaṃ cotsādayennaram|  jīvantīṃ śatavīryāṃ ca vikasāṃ sapunarnavām||175||  aśvagandhāmapāmārgaṃ tarkārīṃ madhukaṃ balām|  vidārīṃ sarṣapaṃ kuṣṭhaṃ taṇḍulānatasīphalam||176||  māṣāṃstilāṃśca kiṇvaṃ ca sarvamekatra cūrṇayet|  yavacūrṇatriguṇitaṃ dadhnā yuktaṃ samākṣikam||177||  etadutsādanaṃ kāryaṃ puṣṭivarṇabalapradam|  gaurasarṣapakalkena kalkaiścāpi sugandhibhiḥ||178||  snāyādṛtusukhaistoyairjīvanīyauṣadhaiḥ śṛtaiḥ|179|,"Relying on external contact, the following precept is taught: One should immerse oneself in one's own unmanifested essence, specifically in relation to sneha (love or affectionate feelings), kshira (milk), ambu (water), and within bodies. This is done for the purpose of relieving constriction in the srota (channels) and promoting strength and nourishment. One should lift oneself with various mixtures of sneha, treated again and again with sukhi (pleasure).

One should knead and make pleasurable the asinam (seated) man, jivantim (living), shataviryam (having a hundred strengths or powers), vikasa (expanding), sapunarnavam (renewed ocean). The substances mentioned are: ashvagandha (horse-scent), amapamarga (path of the gods), tarkari (cooked food), madhuka (honey), bala (strength), vidari (medicinal plant), sarshapa (mustard seed), tandulan (rice grains), atasi (sesame seeds), phalam (fruits).

Grind together masha, tila, and kinva. Make it tri-gunitam (threefold) by adding yava curna (ground barley). Mix it with dadhi (curd or yogurt). Apply samakshikam (evenly). This is the means of destroying weakness and promoting color, strength, and vitality. Use goura sarshapa kalkena (white mustard powder) and fragrant substances. Bathe with ritukala jivaniyauṣadhaiḥ shritaiḥ (seasonal rejuvenating herbs).",
